timestamp,open,high,low,close,volume,year,day,returns,target,sma,ema,bbh,bbm,bbl,volatility,rsi,close_mom_7
2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,2018,Wednesday,-0.11,8240.98,9284.82,9453.96,9945.04,9284.82,8624.61,356.56,42.4,-0.15
2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,2018,Thursday,0.01,8260.0,9036.25,9132.97,9858.19,9036.25,8214.32,443.9,36.09,-0.18
2018-03-16,8240.98,8611.64,7900.0,8260.0,38815.409893,2018,Friday,0.0,7824.8,8889.02,8909.97,9847.46,8889.02,7930.58,517.62,36.82,-0.11
2018-03-17,8260.0,8348.62,7721.99,7824.8,33110.206329,2018,Saturday,-0.05,8189.99,8750.87,8747.48,9752.42,8750.87,7749.33,540.9,37.03,-0.1
2018-03-18,7824.01,8317.4,7322.0,8189.99,59488.231711,2018,Sunday,0.05,8600.0,8615.81,8516.81,9807.44,8615.81,7424.19,643.55,34.25,-0.11
2018-03-19,8189.0,8705.23,8088.4,8600.0,55297.084942,2018,Monday,0.05,8909.98,8423.87,8435.1,9369.88,8423.87,7477.87,510.9,38.43,-0.14
2018-03-20,8595.01,9050.0,8280.0,8909.98,44863.376166,2018,Tuesday,0.04,8885.0,8347.97,8476.33,9124.88,8347.97,7571.05,419.58,42.83,-0.06
2018-03-21,8909.96,9177.01,8750.6,8885.0,39972.405371,2018,Wednesday,-0.0,8722.9,8313.68,8584.74,8955.4,8313.68,7671.95,346.57,45.97,-0.03
2018-03-22,8884.82,9100.0,8465.1,8722.9,40617.556809,2018,Thursday,-0.02,8898.03,8415.82,8659.81,9153.93,8415.82,7677.72,398.62,45.75,0.09
2018-03-23,8720.0,8909.0,8269.0,8898.03,39990.868008,2018,Friday,0.02,8546.86,8484.67,8675.58,9234.5,8484.67,7734.83,404.96,44.28,0.06
2018-03-24,8898.04,8999.95,8491.0,8546.86,35466.609572,2018,Saturday,-0.04,8470.15,8575.81,8731.19,9349.0,8575.81,7802.63,417.57,46.29,0.08
2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.769316,2018,Sunday,-0.01,8134.23,8678.97,8685.11,9162.12,8678.97,8195.81,260.93,42.95,0.09
2018-03-26,8470.14,8514.89,7831.0,8134.23,44031.973832,2018,Monday,-0.04,7795.51,8718.99,8631.37,9058.58,8718.99,8379.4,183.4,42.23,0.03
2018-03-27,8134.22,8215.94,7730.0,7795.51,37427.64805,2018,Tuesday,-0.04,7949.3,8652.45,8507.08,9186.23,8652.45,8118.67,288.27,39.15,-0.05
2018-03-28,7795.51,8109.0,7728.0,7949.3,26401.33167,2018,Wednesday,0.02,7090.14,8493.24,8329.19,9245.08,8493.24,7741.4,406.04,36.28,-0.13
2018-03-29,7949.3,7975.0,6941.11,7090.14,54620.915125,2018,Thursday,-0.11,6840.23,8359.57,8234.22,9117.96,8359.57,7601.18,409.58,38.48,-0.11
2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,2018,Friday,-0.04,6923.91,8126.32,7948.2,9223.09,8126.32,7029.54,592.33,31.85,-0.19
2018-03-31,6840.24,7223.36,6777.0,6923.91,36868.539087,2018,Saturday,0.01,6813.01,7832.35,7671.21,9041.51,7832.35,6623.18,653.03,30.21,-0.23
2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,2018,Sunday,-0.02,7056.0,7600.5,7484.38,8795.03,7600.5,6405.96,645.12,31.48,-0.19
2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,2018,Monday,0.04,7405.21,7363.76,7316.54,8424.39,7363.76,6303.13,572.81,30.68,-0.2
2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,2018,Tuesday,0.05,6796.1,7209.73,7251.4,8072.83,7209.73,6346.63,466.13,34.58,-0.13
2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,2018,Wednesday,-0.08,6770.76,7153.97,7289.86,7901.14,7153.97,6406.8,403.52,39.82,-0.05
2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,2018,Thursday,-0.0,6601.39,6989.23,7166.42,7391.01,6989.23,6587.45,216.99,34.61,-0.15
2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,2018,Friday,-0.03,6895.8,6943.6,7067.5,7361.4,6943.6,6525.8,225.64,34.41,-0.05
2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,2018,Saturday,0.04,7018.0,6909.48,6950.97,7389.81,6909.48,6429.16,259.41,33.03,-0.03
2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,2018,Sunday,0.02,6782.72,6905.47,6937.18,7385.71,6905.47,6425.22,259.36,37.72,-0.0
2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,2018,Monday,-0.03,6843.9,6934.75,6957.39,7413.87,6934.75,6455.63,258.76,39.61,0.03
2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,2018,Tuesday,0.01,6953.79,6895.71,6913.72,7373.49,6895.71,6417.94,258.03,37.26,-0.04
2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,2018,Wednesday,0.02,7923.0,6815.52,6896.26,7051.63,6815.52,6579.42,127.51,38.29,-0.08
2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,2018,Thursday,0.14,7877.41,6838.05,6910.65,7091.87,6838.05,6584.23,137.08,40.17,0.02
2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,2018,Friday,-0.01,7999.01,7002.66,7163.73,7793.92,7002.66,6211.4,427.33,53.64,0.17
2018-04-14,7877.48,8186.0,7810.0,7999.01,31621.286357,2018,Saturday,0.02,8355.0,7184.95,7342.15,8100.6,7184.95,6269.29,494.51,53.04,0.19
2018-04-15,8004.0,8429.54,7999.02,8355.0,27945.872618,2018,Sunday,0.04,8064.92,7342.55,7506.37,8376.95,7342.55,6308.15,558.64,54.51,0.16
2018-04-16,8355.07,8419.0,7867.0,8064.92,36664.069715,2018,Monday,-0.03,7885.02,7533.55,7718.53,8737.55,7533.55,6329.55,650.23,58.61,0.19
2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,2018,Tuesday,-0.02,8173.0,7716.72,7805.12,8791.25,7716.72,6642.19,580.31,54.32,0.19
2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,2018,Wednesday,0.04,8278.0,7865.45,7825.1,8669.81,7865.45,7061.09,434.41,51.78,0.15
2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,2018,Thursday,0.01,8856.98,8039.62,7912.07,8363.31,8039.62,7715.93,174.81,55.37,0.18
2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,2018,Friday,0.07,8915.31,8090.34,8003.56,8435.57,8090.34,7745.1,186.45,56.64,0.04
2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,2018,Saturday,0.01,8787.02,8230.28,8216.91,8822.56,8230.28,7637.99,319.87,62.89,0.12
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,2018,Sunday,-0.01,8934.01,8361.18,8391.51,9082.18,8361.18,7640.17,389.39,63.46,0.11
2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,2018,Monday,0.02,9619.99,8422.89,8490.39,9202.78,8422.89,7643.01,421.19,61.23,0.05
2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,2018,Tuesday,0.08,8869.99,8547.05,8601.29,9336.11,8547.05,7757.99,426.14,62.84,0.11
2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,2018,Wednesday,-0.08,9266.0,8794.9,8855.97,9680.5,8794.9,7909.31,478.28,69.27,0.22
2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,2018,Thursday,0.04,8915.35,8894.47,8859.47,9620.31,8894.47,8168.64,392.0,57.55,0.09
2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,2018,Friday,-0.04,9348.0,9035.61,8961.11,9591.37,9035.61,8479.86,300.14,61.27,0.12
2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,2018,Saturday,0.05,9419.0,9043.95,8949.67,9590.41,9043.95,8497.5,295.12,56.54,0.01
2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,2018,Sunday,0.01,9246.01,9105.77,9049.25,9677.34,9105.77,8534.19,308.69,60.59,0.05
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,2018,Monday,-0.02,9071.48,9196.05,9141.69,9736.52,9196.05,8655.58,291.89,61.22,0.07
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,2018,Tuesday,-0.02,9247.84,9240.62,9167.77,9736.96,9240.62,8744.28,268.05,58.73,0.03
2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,2018,Wednesday,0.02,9750.0,9162.26,9143.7,9557.1,9162.26,8767.42,213.24,56.24,-0.06
2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,2018,Thursday,0.05,9713.99,9216.24,9169.73,9531.86,9216.24,8900.62,170.45,58.17,0.04
2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,2018,Friday,-0.0,9864.0,9285.38,9314.8,9777.19,9285.38,8793.57,265.61,63.15,0.05
2018-05-05,9714.0,10020.0,9682.0,9864.0,24990.018345,2018,Saturday,0.02,9659.01,9399.47,9414.6,9864.81,9399.47,8934.14,251.31,62.58,0.09
2018-05-06,9863.99,9970.0,9417.03,9659.01,27690.351559,2018,Sunday,-0.02,9365.0,9473.19,9526.95,10035.86,9473.19,8910.52,303.88,64.05,0.06
2018-05-07,9661.02,9689.67,9181.0,9365.0,33787.640012,2018,Monday,-0.03,9187.56,9507.48,9559.96,10081.89,9507.48,8933.07,310.22,60.55,0.03
2018-05-08,9365.0,9475.7,9060.54,9187.56,25533.831889,2018,Tuesday,-0.02,9310.0,9524.47,9511.22,10073.4,9524.47,8975.54,296.46,55.83,0.01
2018-05-09,9178.0,9390.0,8965.0,9310.0,25673.524899,2018,Wednesday,0.01,9002.2,9541.06,9430.31,10038.88,9541.06,9043.23,268.86,53.15,0.01
2018-05-10,9310.0,9395.12,8970.0,9002.2,25055.063718,2018,Thursday,-0.03,8400.0,9549.94,9400.23,10028.36,9549.94,9071.51,258.38,54.76,0.01
2018-05-11,9002.21,9016.8,8341.0,8400.0,48227.048061,2018,Friday,-0.07,8465.94,9443.11,9300.72,10019.14,9443.11,8867.08,311.09,50.08,-0.08
2018-05-12,8405.94,8646.88,8153.0,8465.94,40241.32081,2018,Saturday,0.01,8679.71,9255.4,9075.54,10133.29,9255.4,8377.51,474.11,42.43,-0.14
2018-05-13,8475.44,8763.36,8298.0,8679.71,25632.869362,2018,Sunday,0.03,8663.34,9055.67,8923.14,9924.93,9055.67,8186.41,469.45,43.45,-0.14
2018-05-14,8679.71,8879.99,8277.0,8663.34,37389.666533,2018,Monday,-0.0,8462.0,8915.77,8862.28,9657.45,8915.77,8174.09,400.55,46.74,-0.1
2018-05-15,8663.37,8859.99,8401.3,8462.0,28126.956136,2018,Tuesday,-0.02,8330.0,8815.54,8812.55,9472.04,8815.54,8159.03,354.55,46.52,-0.07
2018-05-16,8462.0,8488.0,8083.01,8330.0,31130.22498,2018,Wednesday,-0.02,8041.46,8711.88,8724.91,9328.61,8711.88,8095.16,333.07,43.75,-0.08
2018-05-17,8330.0,8464.0,7979.0,8041.46,25439.844799,2018,Thursday,-0.03,8239.81,8571.88,8626.18,8997.17,8571.88,8146.6,229.68,41.99,-0.11
2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,2018,Friday,0.02,8233.49,8434.64,8480.0,8835.23,8434.64,8034.04,216.35,38.35,-0.11
2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,2018,Saturday,-0.0,8526.98,8411.75,8419.95,8835.29,8411.75,7988.21,228.74,42.07,-0.02
2018-05-20,8233.49,8609.0,8163.9,8526.98,19957.057109,2018,Sunday,0.04,8381.24,8378.54,8373.34,8816.1,8378.54,7940.99,236.31,41.98,-0.03
2018-05-21,8526.97,8595.31,8305.0,8381.24,21516.596486,2018,Monday,-0.02,7977.11,8356.73,8411.75,8744.43,8356.73,7969.03,209.38,47.41,-0.02
2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,2018,Tuesday,-0.05,7501.95,8316.43,8404.12,8617.15,8316.43,8015.7,162.41,45.15,-0.03
2018-05-23,7977.12,8031.9,7425.0,7501.95,42908.692673,2018,Wednesday,-0.06,7575.01,8247.16,8297.37,8600.6,8247.16,7893.71,190.88,39.52,-0.06
2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,2018,Thursday,0.01,7457.0,8128.86,8098.51,8747.22,8128.86,7510.51,333.95,34.14,-0.1
2018-05-25,7578.99,7649.55,7308.15,7457.0,26739.95664,2018,Friday,-0.02,7333.96,8062.23,7967.64,8794.02,8062.23,7330.43,395.21,35.59,-0.06
2018-05-26,7456.99,7620.0,7300.0,7333.96,19464.086071,2018,Saturday,-0.02,7338.99,7950.4,7839.98,8773.07,7950.4,7127.72,444.3,34.28,-0.1
2018-05-27,7334.0,7400.0,7231.11,7338.99,18706.945515,2018,Sunday,0.0,7099.0,7821.89,7713.47,8706.25,7821.89,6937.54,477.61,32.91,-0.11
2018-05-28,7338.99,7437.0,7058.02,7099.0,27219.438963,2018,Monday,-0.03,7461.29,7652.18,7619.85,8370.54,7652.18,6933.82,387.96,33.03,-0.14
2018-05-29,7099.0,7540.0,7032.95,7461.29,39406.83952,2018,Tuesday,0.05,7375.96,7469.0,7489.64,7971.96,7469.0,6966.05,271.63,30.3,-0.15
2018-05-30,7467.98,7569.0,7260.5,7375.96,32041.583623,2018,Wednesday,-0.01,7485.01,7395.31,7482.55,7684.71,7395.31,7105.92,156.29,38.55,-0.06
2018-05-31,7382.07,7699.0,7327.51,7485.01,30776.063102,2018,Thursday,0.01,7521.01,7377.32,7455.9,7653.3,7377.32,7101.33,149.05,37.43,-0.02
2018-06-01,7485.01,7608.55,7355.54,7521.01,28258.863851,2018,Friday,0.0,7640.03,7364.46,7463.18,7609.0,7364.46,7119.92,132.07,39.84,-0.01
2018-06-02,7521.01,7697.33,7437.0,7640.03,26720.690219,2018,Saturday,0.02,7714.26,7373.6,7477.64,7635.48,7373.6,7111.73,141.43,40.65,0.01
2018-06-03,7636.81,7786.69,7600.0,7714.26,27505.158951,2018,Sunday,0.01,7487.0,7417.33,7518.24,7734.49,7417.33,7100.16,171.29,43.38,0.04
2018-06-04,7714.26,7760.52,7446.5,7487.0,32258.835115,2018,Monday,-0.03,7625.0,7470.94,7567.24,7839.68,7470.94,7102.19,199.15,45.07,0.05
2018-06-05,7487.0,7679.49,7358.0,7625.0,31722.492978,2018,Tuesday,0.02,7658.84,7526.37,7547.18,7737.98,7526.37,7314.75,114.29,41.02,0.05
2018-06-06,7626.64,7699.0,7467.05,7658.84,27229.991898,2018,Wednesday,0.0,7691.08,7549.75,7566.64,7763.61,7549.75,7335.9,115.49,44.3,0.02
2018-06-07,7658.79,7765.0,7620.0,7691.08,25062.227202,2018,Thursday,0.0,7603.44,7590.16,7589.69,7759.7,7590.16,7420.63,91.56,45.1,0.04
2018-06-08,7691.08,7703.5,7531.0,7603.44,23396.804671,2018,Friday,-0.01,7491.73,7619.6,7615.04,7777.01,7619.6,7462.2,85.01,45.9,0.03
2018-06-09,7603.44,7683.98,7450.0,7491.73,19339.885176,2018,Saturday,-0.01,6764.99,7631.38,7612.14,7768.55,7631.38,7494.21,74.08,44.02,0.01
2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,2018,Sunday,-0.1,6872.0,7610.19,7582.03,7777.89,7610.19,7442.5,90.57,41.68,-0.02
2018-06-11,6765.0,6922.0,6610.0,6872.0,34552.162303,2018,Monday,0.02,6530.0,7474.58,7377.77,8071.73,7474.58,6877.44,322.5,30.35,-0.12
2018-06-12,6872.0,6890.51,6435.0,6530.0,36722.211191,2018,Tuesday,-0.05,6292.78,7386.73,7251.33,8116.87,7386.73,6656.58,394.32,33.23,-0.08
2018-06-13,6530.0,6627.6,6118.68,6292.78,46185.5181,2018,Wednesday,-0.04,6635.98,7230.3,7071.0,8137.05,7230.3,6323.54,489.7,29.09,-0.14
2018-06-14,6292.78,6720.0,6260.0,6635.98,44478.130837,2018,Thursday,0.05,6388.9,7035.15,6876.44,8068.19,7035.15,6002.1,557.91,26.62,-0.18
2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,2018,Friday,-0.04,6483.98,6884.42,6816.33,7790.78,6884.42,5978.06,489.49,35.21,-0.14
2018-06-16,6380.01,6560.0,6320.86,6483.98,22277.241147,2018,Saturday,0.01,6449.61,6710.91,6709.47,7449.8,6710.91,5972.02,399.04,32.28,-0.16
2018-06-17,6482.5,6589.03,6422.0,6449.61,19847.247688,2018,Sunday,-0.01,6712.46,6566.95,6653.1,6946.54,6566.95,6187.35,205.0,34.53,-0.13
2018-06-18,6444.06,6794.38,6380.0,6712.46,31821.434995,2018,Monday,0.04,6741.21,6521.89,6602.23,6870.36,6521.89,6173.43,188.19,34.09,-0.05
2018-06-19,6711.39,6841.74,6653.0,6741.21,24311.421143,2018,Tuesday,0.0,6761.51,6499.1,6629.78,6763.79,6499.1,6234.41,142.95,40.38,-0.02
2018-06-20,6740.0,6817.23,6551.81,6761.51,26353.272094,2018,Wednesday,0.0,6718.84,6529.27,6657.64,6844.5,6529.27,6214.05,170.24,41.04,0.03
