timestamp,open,high,low,close,volume
2024-02-07,43098.96,44402.36,42786.34,44349.6,32037.446652
2024-02-08,44349.6,45614.21,44322.55,45288.66,36094.151842
2024-02-09,45288.22,48220.16,45239.13,47131.82,52043.617045
2024-02-10,47131.81,48184.11,46850.0,47747.99,12648.38576
2024-02-11,47747.99,48593.34,47552.64,48300.7,16288.522639
2024-02-12,48299.99,50344.96,47699.68,49917.28,38082.769511
2024-02-13,49917.28,50399.0,48281.7,49696.18,36643.231712
2024-02-14,49699.6,52064.6,49218.56,51796.19,40699.710461
2024-02-15,51796.21,52826.14,51305.1,51880.47,39953.240191
2024-02-16,51879.17,52575.0,51566.65,52124.1,26758.981771
2024-02-17,52124.11,52169.11,50619.39,51646.0,19675.067362
2024-02-18,51643.56,52396.8,51143.68,52150.22,17765.410138
2024-02-19,52139.92,52497.56,51665.89,51776.28,23541.633256
2024-02-20,51774.74,53003.2,50754.56,52258.82,49747.770872
2024-02-21,52262.5,52369.5,50580.48,51849.38,40232.786759
2024-02-22,51849.39,52088.95,50940.33,51290.0,33330.358502
2024-02-23,51288.41,51548.54,50503.68,50748.2,30031.585607
2024-02-24,50749.44,51700.97,50579.42,51568.21,14039.251951
2024-02-25,51568.21,51977.46,51263.72,51728.84,14169.437031
2024-02-26,51728.85,54920.05,50900.03,54476.48,47759.797496
2024-02-27,54477.53,57599.79,54449.67,57037.34,63714.706758
2024-02-28,57037.34,64040.95,56680.01,62431.18,114890.99495
2024-02-29,62431.18,63679.61,60336.59,61130.99,75070.333041
2024-03-01,61130.98,63112.3,60768.45,62373.06,44247.452487
2024-03-02,62376.5,62440.9,61556.26,61994.58,20453.626084
2024-03-03,62000.57,63248.09,61322.52,63113.97,25456.767748
2024-03-04,63113.98,68510.22,62293.4,68245.71,79623.291171
2024-03-05,68245.71,69074.02,59056.93,63716.64,93808.955735
2024-03-06,63719.4,67645.57,62782.58,66077.08,29344.017813
2024-03-07,66077.07,67979.83,65548.07,66826.63,13891.670252
2024-03-08,66823.58,69921.17,66068.48,68129.04,28618.683973
2024-03-09,68140.42,68545.77,67869.73,68311.56,2680.660169
2024-03-10,68313.27,69870.55,68121.28,68955.88,9085.491554
2024-03-11,68959.77,72800.0,67021.49,72076.3,25269.107301
2024-03-12,72088.61,72960.0,68596.35,71472.94,25454.852913
2024-03-13,71458.88,73624.99,71237.69,73072.41,14401.739208
2024-03-14,73077.32,73768.49,68557.09,71380.99,28135.648938
2024-03-15,71392.13,72408.47,65586.98,69483.38,22360.820895
2024-03-16,69491.14,70047.7,64727.04,65312.79,6806.305344
2024-03-17,65298.57,68899.99,64539.93,68411.1,6577.859648
2024-03-18,68400.84,68949.99,66560.8,67604.48,5952.279815
2024-03-19,67604.47,68109.96,61535.43,61928.96,18518.768241
2024-03-20,61928.96,68118.3,60770.97,67826.28,18747.127947
2024-03-21,67834.0,68268.83,64533.02,65504.78,8786.11231
2024-03-22,65504.77,66631.55,62315.58,63792.04,9305.114793
2024-03-23,63804.87,65992.39,63000.6,64006.09,4153.102924
2024-03-24,63991.84,67614.46,63790.59,67204.38,4349.477071
2024-03-25,67205.76,71149.19,66426.26,69897.19,8863.774558
2024-03-26,69885.95,71549.99,69356.87,69986.1,6258.393471
2024-03-27,69990.01,71775.0,68333.0,69468.77,6995.125035
2024-03-28,69468.77,71549.99,68899.87,70783.4,3600.838872
2024-03-29,70780.37,70904.41,69010.2,69857.29,3057.759949
2024-03-30,69848.13,70322.22,69538.16,69590.1,769.922194
2024-03-31,69587.36,71361.36,69567.9,71284.83,1926.38536
2024-04-01,71284.86,71304.1,68019.95,69660.04,5858.642042
2024-04-02,69651.08,69665.99,64574.76,65460.63,13331.858968
2024-04-03,65460.63,66912.24,64472.91,65967.8,9149.255239
2024-04-04,65964.24,69316.2,65077.35,68482.32,10753.831912
2024-04-05,68498.43,68747.51,65971.81,67817.54,8439.034185
2024-04-06,67817.54,69687.79,67457.77,68889.21,2184.186202
2024-04-07,68889.5,70276.3,68835.4,69363.7,3289.849568
2024-04-08,69350.5,72779.12,69049.75,71655.59,5413.725414
2024-04-09,71621.01,71753.92,68275.34,69152.2,6960.316901
2024-04-10,69138.3,71143.23,67534.76,70635.56,7338.386922
2024-04-11,70636.68,71299.99,69557.47,70015.25,4802.422285
2024-04-12,70015.26,71214.73,65188.26,67133.26,13038.33251
2024-04-13,67126.5,67939.55,60552.37,63926.23,24677.811313
2024-04-14,63926.23,65827.99,62130.82,65672.35,14351.852784
2024-04-15,65662.2,66848.65,62290.08,63425.5,11654.84224
2024-04-16,63428.0,64376.24,61582.6,63792.63,10337.571256
2024-04-17,63805.35,64514.56,59675.22,61280.85,15791.424398
2024-04-18,61273.0,64128.18,60810.16,63465.22,10354.780985
2024-04-19,63464.49,65446.01,59622.5,63816.7,23410.60594
2024-04-20,63814.28,65427.08,63090.26,64946.46,3960.225234
2024-04-21,64946.46,65688.18,64233.39,64939.95,4192.891526
2024-04-22,64942.89,67226.85,64514.1,66818.22,7358.308289
2024-04-23,66818.21,67181.4,65745.13,66418.73,4104.665116
2024-04-24,66418.71,67067.89,63577.5,64291.81,6834.176248
2024-04-25,64289.88,65283.11,62771.88,64513.6,8642.176158
2024-04-26,64505.8,64799.99,63347.51,63766.96,5356.951258
2024-04-27,63766.97,63901.23,62353.26,63449.64,3944.307726
2024-04-28,63452.8,64350.0,62784.31,63115.88,2102.882989
2024-04-29,63117.17,64232.5,61776.07,63849.88,4841.458656
2024-04-30,63859.51,64720.19,59188.38,60681.11,8280.953729
2024-05-01,60678.08,60837.36,56559.27,58360.73,17419.71046
2024-05-02,58360.8,59631.04,56956.45,59067.34,6476.535685
2024-05-03,59067.34,63324.99,58813.9,62876.0,7974.690279
2024-05-04,62882.62,64540.0,62555.98,63895.22,3638.109612
2024-05-05,63895.59,64655.19,62861.17,64011.4,3052.806168
2024-05-06,64010.72,65500.27,62711.67,63169.36,5956.932216
2024-05-07,63172.81,64411.11,62254.46,62316.39,4507.745136
2024-05-08,62316.37,63007.39,60888.74,61201.49,3597.382982
2024-05-09,61201.48,63482.48,60633.42,63074.58,3323.105361
2024-05-10,63055.26,63458.53,60153.01,60797.07,5926.123589
2024-05-11,60798.4,61499.99,60484.02,60806.9,1028.834263
2024-05-12,60820.31,61866.47,60609.79,61477.49,1161.868116
2024-05-13,61480.56,63449.99,60771.14,62938.49,5051.774121
2024-05-14,62939.15,63108.6,61136.8,61575.6,5418.566755
2024-05-15,61575.59,66428.49,61339.82,66200.73,6668.086934
2024-05-16,66204.05,66751.09,64606.96,65228.67,3636.45047
2024-05-17,65228.67,67440.33,65103.4,67025.77,2957.634996
2024-05-18,67025.77,67356.44,66604.61,66923.61,1305.997794
2024-05-19,66925.0,67677.56,65875.68,66274.04,1637.97592
2024-05-20,66274.04,71545.76,66054.29,71433.18,5928.848543
2024-05-21,71434.22,71964.92,69168.42,70139.71,5034.024348
2024-05-22,70139.7,70650.0,69000.0,69163.19,2509.447803
2024-05-23,69163.2,70074.99,66305.88,67983.23,5708.899347
2024-05-24,67975.35,69249.99,66611.41,68551.8,2201.692478
2024-05-25,68553.33,69591.09,68509.75,69292.75,456.584902
2024-05-26,69297.39,69549.99,67970.71,68522.07,820.107293
2024-05-27,68522.07,70674.99,68271.07,69450.66,1525.415098
2024-05-28,69430.38,69603.1,67274.77,68393.52,2703.840316
2024-05-29,68416.32,68931.22,67148.01,67662.27,2480.741663
2024-05-30,67662.27,69500.0,67138.93,68356.3,2428.582214
2024-05-31,68351.43,69049.5,66683.02,67545.92,2212.394108
2024-06-01,67541.2,67882.96,67444.36,67757.71,436.40033
2024-06-02,67763.0,68493.6,67286.64,67781.91,830.838634
2024-06-03,67777.44,70294.0,67623.65,68815.36,2784.733857
2024-06-04,68815.35,71088.64,68575.46,70546.97,2100.033851
2024-06-05,70555.07,71771.98,70377.23,71107.79,2080.764384
2024-06-06,71098.7,71652.88,70093.41,70797.95,1061.130788
2024-06-07,70797.85,72016.93,68389.68,69357.74,4398.211571
2024-06-08,69354.53,69575.0,69165.13,69325.49,490.24272
2024-06-09,69325.49,69855.64,69199.24,69654.17,623.384314
2024-06-10,69654.15,70181.86,69187.01,69540.12,942.269435
2024-06-11,69529.83,69577.79,66000.0,67325.01,4707.734367
2024-06-12,67325.0,69998.84,66893.44,68268.42,4392.967993
2024-06-13,68268.41,68458.02,66271.9,66771.36,3043.661381
2024-06-14,66771.35,67359.34,65074.7,66035.23,2945.871866
2024-06-15,66046.22,66480.9,65857.15,66222.56,388.363369
2024-06-16,66225.11,66977.06,66046.52,66681.24,441.879205
2024-06-17,66678.33,67296.26,65131.95,66509.41,2434.716858
2024-06-18,66506.09,66589.07,64063.6,65181.11,5621.731143
2024-06-19,65177.79,65714.99,64680.67,64994.82,1310.882766
2024-06-20,64964.2,66477.08,64551.58,64882.41,2209.98224
2024-06-21,64878.04,65067.34,63396.28,64133.11,2567.040824
2024-06-22,64155.1,64525.0,63949.11,64276.18,296.827243
2024-06-23,64278.91,64520.17,63188.31,63214.21,740.098683
2024-06-24,63203.82,63373.84,58437.16,60301.34,7841.620102
2024-06-25,60297.6,62439.33,60260.1,61807.09,4103.953254
2024-06-26,61811.69,62478.38,60708.88,60853.12,2048.902818
2024-06-27,60858.79,62379.99,60625.22,61700.68,2009.710718
2024-06-28,61700.59,62217.23,60048.48,60433.8,2697.272347
2024-06-29,60433.8,61218.48,60403.75,60987.22,889.272516
2024-06-30,60987.21,63049.99,60728.08,62776.28,1649.942121
2024-07-01,62787.77,63851.71,62530.73,62914.24,2553.821067
2024-07-02,62905.2,63294.0,61820.49,62121.65,1438.384236
2024-07-03,62121.66,62284.24,59404.67,60211.99,4081.579487
2024-07-04,60223.37,60489.48,56744.76,57043.9,8345.280544
2024-07-05,57050.0,57538.81,53532.66,56634.77,13515.99021
2024-07-06,56634.76,58474.99,56030.46,58230.28,1886.778758
2024-07-07,58245.33,58454.26,55734.66,55868.67,1929.777916
2024-07-08,55865.47,58206.0,54278.2,56719.88,7923.108497
2024-07-09,56714.75,58289.55,56291.7,58047.28,3764.061641
2024-07-10,58047.28,59469.26,57175.5,57729.44,4149.895361
2024-07-11,57726.34,59632.95,57061.57,57341.29,4225.117733
2024-07-12,57334.1,58594.62,56539.07,57894.31,3338.798298
2024-07-13,57898.09,59848.8,57763.24,59210.72,1851.662289
2024-07-14,59202.6,61399.99,59202.4,60793.17,3175.540046
2024-07-15,60793.17,64903.52,60640.25,64727.1,4983.593767
2024-07-16,64743.95,65367.02,62400.01,65045.66,5639.403533
2024-07-17,65063.06,66099.5,63873.06,64089.4,2263.085561
2024-07-18,64091.64,65173.02,63250.01,63990.07,1695.387579
2024-07-19,63979.11,67393.51,63314.48,66666.26,3276.601695
2024-07-20,66666.26,67601.3,66232.25,67140.94,1115.432858
2024-07-21,67184.65,68368.66,65773.57,68154.7,2193.224913
2024-07-22,68175.12,68474.87,66584.36,67530.5,1316.882525
2024-07-23,67500.62,67752.53,65450.52,65925.65,2377.516039
2024-07-24,65935.21,67102.76,65113.96,65394.4,1417.50751
2024-07-25,65369.92,66164.25,63258.6,65799.49,3905.298044
2024-07-26,65799.5,68206.42,65737.0,67905.2,2350.228136
2024-07-27,67913.62,69396.2,66662.51,67899.89,4356.188025
2024-07-28,67873.5,68327.21,67062.17,68249.53,732.110119
2024-07-29,68259.28,70000.0,66411.58,66782.4,4677.265665
2024-07-30,66782.31,66992.33,65300.72,66201.72,2089.119852
2024-07-31,66190.81,66847.01,64524.58,64638.3,2480.393121
2024-08-01,64638.21,65640.8,62300.01,65358.6,4357.988771
2024-08-02,65358.59,65598.0,61236.92,61499.22,5505.908296
2024-08-03,61499.21,62195.55,59854.14,60704.13,3915.948993
2024-08-04,60704.14,61116.14,57151.56,58148.06,4646.229783
2024-08-05,58162.74,58293.36,48863.2,54000.0,51199.931008
2024-08-06,54012.52,57040.39,53925.44,56020.77,11059.971749
2024-08-07,56008.02,57728.98,54556.42,55129.21,6598.152051
2024-08-08,55134.15,62749.14,54741.77,61689.24,8894.366365
2024-08-09,61685.47,61742.29,59531.24,60844.72,4401.123453
2024-08-10,60844.72,61475.22,60246.13,60932.27,1389.140372
2024-08-11,60927.7,61896.03,58301.1,58719.54,2748.917319
2024-08-12,58719.47,60712.78,57654.19,59347.72,5695.602419
2024-08-13,59347.72,61520.15,58406.08,60590.27,3966.42336
2024-08-14,60602.28,61799.99,58446.03,58695.21,4196.557589
2024-08-15,58683.93,59841.9,56093.75,57546.09,5699.049363
2024-08-16,57554.93,59819.94,57100.32,58866.56,4087.940098
2024-08-17,58865.84,59700.06,58803.52,59488.18,691.547592
2024-08-18,59496.55,60270.44,58403.29,58428.75,1869.710685
2024-08-19,58428.76,59609.35,57801.53,59456.92,2283.624801
2024-08-20,59448.0,61408.21,58563.49,59009.81,5028.612037
2024-08-21,59009.65,61824.97,58789.8,61152.24,3776.038772
2024-08-22,61145.79,61401.53,59636.71,60372.06,2353.964422
2024-08-23,60372.57,64977.69,60344.81,64031.07,7333.035786
2024-08-24,64033.38,64485.22,63560.67,64159.88,2023.183513
2024-08-25,64155.58,65000.0,63778.45,64230.32,1628.146969
2024-08-26,64224.53,64483.17,62811.64,62838.38,2013.155705
2024-08-27,62832.62,63211.94,58042.0,59407.19,4938.846319
2024-08-28,59411.06,60235.08,57881.52,59030.99,2728.464182
2024-08-29,59036.36,61161.09,58732.4,59367.53,2403.623325
2024-08-30,59357.21,59936.39,57725.01,59120.75,2336.73718
2024-08-31,59120.75,59462.38,58749.04,58967.59,291.052909
2024-09-01,58967.59,59080.31,57216.33,57306.6,2094.951407
2024-09-02,57306.59,59416.72,57139.15,59121.77,2134.792553
2024-09-03,59154.81,59815.06,57426.69,57486.67,2195.991179
2024-09-04,57489.67,58524.55,55584.59,57970.86,4960.591779
2024-09-05,57973.99,58329.8,55652.57,56183.98,3803.685631
2024-09-06,56185.08,56999.98,52555.0,53966.55,7065.647215
2024-09-07,53957.06,54839.6,53755.5,54157.45,1607.240757
2024-09-08,54157.44,55323.51,53637.88,54853.09,2043.973646
2024-09-09,54865.58,58094.53,54588.8,57045.56,3497.08787
2024-09-10,57045.56,58041.71,56403.06,57636.04,1592.479339
2024-09-11,57641.23,57990.13,55560.2,57331.11,3566.554989
2024-09-12,57331.12,58554.76,57331.12,58131.5,3259.698521
2024-09-13,58133.88,60625.57,57637.99,60501.47,3693.526424
2024-09-14,60502.08,60609.9,59410.93,59988.94,1430.738369
2024-09-15,59991.19,60390.6,58701.46,59136.15,1502.480839
2024-09-16,59136.14,59202.12,57479.62,58215.5,3131.902471
2024-09-17,58215.5,61333.74,57625.79,60316.42,5459.095718
2024-09-18,60314.31,61775.14,59179.7,61766.26,6394.837549
2024-09-19,61766.03,63848.18,61573.57,62943.67,5955.362008
2024-09-20,62943.67,64131.02,62352.31,63204.54,4442.456836
2024-09-21,63195.44,63551.74,62763.09,63348.1,761.423556
2024-09-22,63354.0,63996.92,62388.93,63576.74,1856.403598
2024-09-23,63580.58,64737.71,62575.45,63326.82,3598.063678
2024-09-24,63336.31,64683.6,62725.67,64272.11,3788.488967
2024-09-25,64272.58,64821.8,62959.31,63160.0,2789.672962
2024-09-26,63149.44,65809.68,62673.95,65173.3,4442.318468
2024-09-27,65161.89,66487.92,64827.74,65778.59,3545.292073
2024-09-28,65773.2,66259.65,65439.51,65859.23,743.959557
2024-09-29,65859.23,66067.09,65445.27,65610.56,730.66438
2024-09-30,65610.57,65615.12,62866.13,63336.01,4444.066005
2024-10-01,63340.68,64122.22,60173.85,60822.81,7866.363743
2024-10-02,60811.06,62369.36,60000.01,60635.17,3899.605977
2024-10-03,60644.52,61470.53,59870.38,60751.52,3815.862329
2024-10-04,60751.52,62463.63,60471.74,62086.32,2757.036941
2024-10-05,62086.32,62365.93,61693.81,62064.61,508.243679
2024-10-06,62064.69,62974.23,61817.13,62830.42,830.6432
2024-10-07,62830.43,64446.08,62126.1,62235.4,4263.836073
2024-10-08,62230.66,63201.27,61881.3,62165.95,2600.658088
2024-10-09,62154.44,62543.92,60313.97,60639.31,1850.164754
2024-10-10,60639.28,61312.7,58945.22,60320.53,2329.066923
2024-10-11,60320.53,63416.12,60102.36,62512.31,2552.182421
2024-10-12,62518.84,63481.85,62495.07,63211.89,931.91304
2024-10-13,63211.89,63280.0,62058.26,62874.85,664.959997
2024-10-14,62874.85,66496.46,62469.02,66077.88,4466.74424
2024-10-15,66077.88,67900.0,64814.81,67074.11,5175.242754
2024-10-16,67074.11,68404.82,66753.23,67627.13,3360.23442
2024-10-17,67624.37,67941.0,66679.76,67420.22,1858.392296
2024-10-18,67420.22,68999.99,67203.37,68424.04,2399.567531
2024-10-19,68424.03,68687.5,68024.92,68366.96,291.146345
2024-10-20,68370.61,69404.03,68109.15,69030.88,953.711357
2024-10-21,69033.86,69528.63,66847.92,67373.04,3231.389856
2024-10-22,67390.65,67831.42,66573.42,67415.31,2583.981931
2024-10-23,67430.71,67460.1,65257.13,66686.44,2452.631624
2024-10-24,66680.0,68842.32,66520.08,68206.42,2184.059344
2024-10-25,68206.43,68770.69,65609.24,66708.71,3831.269336
2024-10-26,66708.71,67447.4,66442.09,67099.74,886.647255
2024-10-27,67100.2,68316.87,66939.7,68013.94,590.675722
2024-10-28,68028.05,70289.0,67622.01,69951.07,3270.473376
2024-10-29,69951.07,73645.17,69776.99,72740.3,6129.24818
2024-10-30,72740.31,72967.51,71446.72,72367.59,2602.160043
2024-10-31,72348.16,72687.03,69693.63,70294.41,3557.944045
2024-11-01,70294.41,71629.69,68826.09,69517.54,4165.103713
2024-11-02,69501.94,69906.91,69030.75,69370.86,553.339081
2024-11-03,69370.81,69381.38,67482.72,68760.0,2325.566732
2024-11-04,68756.1,69496.25,66838.94,67859.25,2690.591371
2024-11-05,67835.1,70550.2,67482.85,69372.23,4045.335224
2024-11-06,69377.4,76401.52,69299.84,75571.43,14861.968038
2024-11-07,75576.35,76849.76,74423.57,75859.79,4079.553972
2024-11-08,75877.22,77185.73,75597.4,76514.44,3397.741288
2024-11-09,76494.6,76901.54,75727.31,76676.98,1418.205436
2024-11-10,76701.56,81520.02,76496.95,80372.5,9707.563323
2024-11-11,80374.61,89544.48,80217.62,88652.51,12485.34506
2024-11-12,88655.65,89917.9,85091.65,87951.56,17534.08863
2024-11-13,87949.87,93247.92,86127.93,90367.45,14474.677796
2024-11-14,90381.92,91782.53,86658.51,87317.46,8876.93983
2024-11-15,87326.2,91834.23,87073.34,91034.4,6648.587011
2024-11-16,91028.7,91766.48,90078.71,90588.73,1981.104819
2024-11-17,90590.49,91440.28,88720.67,89853.87,2778.643915
2024-11-18,89862.85,92595.7,89382.53,90465.91,8246.292684
2024-11-19,90465.9,93917.14,90373.3,92309.23,6052.181453
2024-11-20,92306.09,94821.27,91503.14,94280.8,4984.394721
2024-11-21,94288.8,98972.62,94051.91,98330.32,8562.527162
2024-11-22,98348.63,99495.34,97160.24,98895.92,5003.076172
2024-11-23,98896.0,98916.59,97134.74,97692.13,2146.138062
2024-11-24,97685.53,98561.59,95750.89,97903.74,2668.738769
2024-11-25,97904.61,98855.65,92631.63,93014.33,6480.882316
2024-11-26,93003.21,94983.11,90750.27,91973.01,6250.005552
2024-11-27,91973.0,97202.98,91797.81,95869.56,3567.907469
2024-11-28,95869.48,96568.53,94653.01,95639.48,1817.383788
2024-11-29,95645.14,98615.72,95366.51,97465.4,2603.481724
2024-11-30,97460.71,97460.71,96096.74,96417.59,1337.109944
2024-12-01,96417.59,97816.46,95700.64,97196.56,2219.527359
2024-12-02,97196.56,98111.0,94364.42,95838.12,2903.680507
2024-12-03,95838.07,96296.03,93580.95,95860.23,3264.076134
2024-12-04,95860.23,99001.99,94600.54,98607.23,4927.1194
2024-12-05,98601.08,104045.98,91000.0,96957.85,19774.491556
2024-12-06,96957.84,101880.84,96385.26,99736.7,4939.420955
2024-12-07,99730.73,100435.8,98885.58,99838.65,1067.983941
2024-12-08,99838.62,101340.64,98677.43,101118.97,1255.41877
2024-12-09,101118.97,101192.15,94191.45,97300.01,6997.25566
2024-12-10,97300.0,98274.91,94291.16,96590.35,6241.074994
2024-12-11,96579.95,101868.48,95658.48,101118.71,4424.999837
2024-12-12,101120.95,102525.57,99314.9,100026.83,4024.942855
2024-12-13,100026.82,101911.4,99218.44,101411.72,2688.712254
2024-12-14,101421.87,102645.69,100630.28,101414.86,1165.93017
2024-12-15,101414.7,105272.9,101234.56,104448.47,2850.376056
2024-12-16,104485.44,107790.06,103342.59,106055.36,4844.369743
2024-12-17,106055.36,108356.49,105325.3,106135.11,3371.969271
2024-12-18,106135.11,106517.23,100018.35,100206.57,7709.562759
2024-12-19,100207.54,102792.55,95696.69,97471.82,11983.173557
2024-12-20,97471.82,98245.27,92293.17,97799.83,12664.050535
2024-12-21,97799.98,99543.35,96401.93,97286.56,3051.997679
2024-12-22,97299.99,97459.2,94255.6,95198.63,2262.827632
2024-12-23,95198.51,96552.9,92519.08,94886.26,4939.604773
2024-12-24,94867.33,99480.45,93564.09,98668.8,3974.992459
2024-12-25,98668.67,99546.53,97630.93,99440.72,2393.531235
2024-12-26,99450.53,99962.48,95213.9,95809.97,3157.662954
2024-12-27,95803.4,97499.99,93500.01,94302.17,3663.536573
2024-12-28,94302.13,95699.99,94154.98,95304.05,695.747478
2024-12-29,95304.1,95327.48,93034.63,93722.89,1367.378644
2024-12-30,93739.65,94999.99,91544.65,92810.09,4282.100986
2024-12-31,92807.12,96264.44,92053.67,93579.73,3083.334166
2025-01-01,93579.73,95169.99,92918.11,94608.1,1519.712419
2025-01-02,94604.84,97826.69,94400.01,96981.72,2878.220586
2025-01-03,96999.9,98969.23,96111.73,98173.9,1758.968811
2025-01-04,98173.91,98787.97,97551.85,98230.25,893.503036
2025-01-05,98230.26,98813.86,97300.0,98364.76,678.883464
2025-01-06,98364.76,102487.36,97920.37,102227.56,3638.7973
2025-01-07,102245.77,102718.52,96182.77,96962.36,5125.6519
2025-01-08,96962.35,97269.13,92551.64,95071.94,4991.759267
2025-01-09,95065.95,95369.82,91204.96,92544.96,5059.852304
2025-01-10,92541.26,95839.91,92231.8,94723.97,5673.123551
2025-01-11,94723.85,95043.61,93849.92,94583.82,783.83483
2025-01-12,94609.71,95458.84,93703.9,94547.11,839.119734
2025-01-13,94575.66,95989.9,89012.15,94544.7,9343.82614
2025-01-14,94570.93,97383.8,94354.0,96551.27,4924.446537
2025-01-15,96571.04,100685.34,96508.28,100458.19,5129.958855
2025-01-16,100503.89,100867.0,97326.06,99990.07,4228.6906
2025-01-17,99987.29,105850.42,99960.69,104087.87,5772.613336
2025-01-18,104123.71,104974.07,102272.96,104558.33,3348.483545
2025-01-19,104523.19,106433.57,99651.6,101335.24,8591.508477
2025-01-20,101334.0,109708.24,99567.34,102270.16,22506.875261
2025-01-21,102261.14,107272.54,100151.09,106147.12,10128.427364
2025-01-22,106147.12,106398.18,103325.86,103701.08,3831.476163
2025-01-23,103688.71,106862.2,101277.01,103913.12,14248.634808
2025-01-24,103909.0,107123.24,102760.51,104850.7,3690.595379
2025-01-25,104782.28,105290.08,104101.06,104753.97,1231.063118
2025-01-26,104745.47,105497.89,102505.14,102623.31,1460.305476
2025-01-27,102623.31,103251.55,97791.93,102110.95,10560.770979
2025-01-28,102080.67,103795.62,100267.47,101345.43,4627.775917
2025-01-29,101330.43,104788.2,101328.34,103735.89,4781.226622
2025-01-30,103747.75,106460.32,103283.6,104715.14,4038.34876
2025-01-31,104739.95,106000.0,101567.54,102424.47,4794.00839
2025-02-01,102427.77,102777.9,100274.85,100633.59,1801.762624
2025-02-02,100629.69,101458.62,96138.89,97692.0,5620.005931
2025-02-03,97698.0,102493.66,91207.39,101328.62,26111.134003
2025-02-04,101345.11,101730.4,96139.2,97765.52,8820.188749
2025-02-05,97769.19,99137.14,96155.7,96609.4,4467.119791
2025-02-06,96597.48,99122.74,95688.0,96553.49,4424.197146
2025-02-07,96551.56,100141.53,95615.48,96494.12,7528.495317
2025-02-08,96496.97,96894.85,95675.42,96457.76,1404.470005
2025-02-09,96467.37,97330.42,94711.03,96464.97,2487.739422
2025-02-10,96465.5,98363.49,95251.23,97441.01,4537.260741
2025-02-11,97441.14,98479.54,94864.63,95770.01,3323.904614
2025-02-12,95772.81,98118.71,94097.14,97875.56,5401.339112
2025-02-13,97872.79,98083.5,95218.96,96606.51,3947.591365
2025-02-14,96620.57,98832.94,96268.58,97510.1,3357.734065
2025-02-15,97505.48,97966.09,97226.43,97565.31,1269.468094
2025-02-16,97576.5,97720.4,96036.6,96125.69,1615.719412
2025-02-17,96084.06,97032.33,95200.01,95780.2,2571.272872
2025-02-18,95783.37,96750.0,93385.87,95669.61,4340.298677
2025-02-19,95651.93,96891.68,95037.65,96644.08,2712.088385
2025-02-20,96640.32,98712.92,96428.58,98309.3,2418.412802
2025-02-21,98309.71,99471.06,94875.22,96160.96,5744.628147
2025-02-22,96162.82,96986.13,95762.75,96552.4,1488.656137
2025-02-23,96531.02,96643.0,95269.01,96260.71,863.889654
2025-02-24,96291.4,96500.48,91368.0,91566.3,4680.492635
2025-02-25,91544.59,92543.7,86049.37,88719.89,15981.039237
2025-02-26,88693.77,89401.99,82265.89,84222.68,11194.351522
2025-02-27,84230.95,87079.71,82728.82,84710.19,7833.551469
